NAME
Route 4
NPCS
route4-girl girl 10 8
INTERACTIONS
MENU:ALERT:Ouch! I tripped over a rocky POK{e-accent}MON, GEODUDE!
END
route4-sign blank 19 7
INTERACTIONS
MENU:ALERT:MT. MOON{NEWLINE}Tunnel Entrance
END
TELEPORT
9 19 route3 57 2
10 19 route3 58 2
11 19 route3 59 2
12 19 route3 60 2
13 19 route3 61 2
14 19 route3 62 2
15 19 route3 63 2
13 5 route4-center 3 7
20 5 mt-moon 14 35
DATA
96   96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96  96
96   96  96  96  96  96  96  96  96  96  96 159  99  99  99  99 160  96  96  96  96  96  96  96  96  96  96  96
96   96  96  96  96  96  96  96  96  96  96  97 102  71  71 103 158  96  96  96  96  96  96  96  96  96  96  96
96   96  96  96  96 159  99  99  99  99  99  98 104  68  68 105 162  99 160  96  96  96  96  96  96  96  96  96
96   96  96  96  96  97   2   3   2   3   2   3 108  65  65 109   2   3 158  96  96  96  96  96  96  96  96  96
96   96  96  96  96  97   3   2   3   2   3   2 110  15 113 112   3   2 162  99 167  99 160  96  96  96  96  96
96   96  96  96  96  97  56  56  56  56   2   3   2   3   2   3   2   3  56  56   2   3 158  96  96  96  96  96
96   96  96  96  96  97  78  78  78  78   3   2   3   2   3   2   3   2  56   5   3   2 158  96  96  96  96  96
96   96  96  96  96  97   2   3   2   3   2   3   2   3   2   3  56  56  56  56  56  56 158  96  96  96  96  96
96   96  96  96  96  97   3   2   3   2   3   2   3   2   3   2  78  78  78  78  78  78 158  96  96  96  96  96
96   96  96  96  96  97  56  56  56  56  56  56  56  56   2   3   2   3   2   3   2   3 158  96  96  96  96  96
96   96  96  96  96  97  78  78  78  78  78  78  78  78   3   2   3   2   3   2   3   2 158  96  96  96  96  96
96   96  96  96  96  97   2   3   2   3   2   3   2   3   2   3  56  56  56  56  56  56 158  96  96  96  96  96
96   96  96  96  96  97   3   2   3   2   3   2   3   2   3   2  78  78  78  78  78  78 158  96  96  96  96  96
96   96  96  96  96  96 106 107  56  56  56  56   2   3   2   3   2   3   2   3   2   3 158  96  96  96  96  96
96   96  96  96  96  96  96  97  78  78  78  78   3   2   3   2   3   2   3   2   3   2 158  96  96  96  96  96
96   96  96  96  96  96  96  97   2   3   2   3   2   3  56  56 165 106 106 106 106 106  96  96  96  96  96  96
96   96  96  96  96  96  96  97   3   2   3   2   3   2  78  78 158  96  96  96  96  96  96  96  96  96  96  96
96   96  96  96  96  96  96  97  76   1   2   3   2   3   2   3 158  96  96  96  96  96  96  96  96  96  96  96
96   96  96  96  96  96  96  97  76   1   3   2   3   2   3   2 158  96  96  96  96  96  96  96  96  96  96  96
