NAME
Underground Path 1
NPCS
tunnel1-item1 blank 2 2 INCORPOREAL
INTERACTIONS
GIVE_ITEM:FULL RESTORE|DEACTIVATE:tunnel1-item1
END
tunnel1-item2 blank 3 33 INCORPOREAL
INTERACTIONS
GIVE_ITEM:X SPECIAL|DEACTIVATE:tunnel1-item2
END
TELEPORT
4 2 route5-tunnel 3 4
1 39 route6-tunnel 3 4
DATA
306 308 308 308 308 307
306 309 310 310 310 307
306 309 310 310 311 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 309 310 310 310 307
306 311 310 310 310 307
